date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:48:44	318/318	---MCZ	200	added ('OK')	text/css	etag:W/%2269837c6b-13e%22	http://demo-fashion-shop.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css?ver=3.35.0	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.mind341.css	(from http://demo-fashion-shop.local/)
22:48:44	87553/87553	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264ecd5ef-15601%22	http://demo-fashion-shop.local/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-includes/js/jquery/jquery.minf43b.js	(from http://demo-fashion-shop.local/)
22:48:45	13577/13577	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226482bd64-3509%22	http://demo-fashion-shop.local/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://demo-fashion-shop.local/)
22:48:45	32522/32522	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:48:45%20GMT	http://demo-fashion-shop.local/wp-json/wp/v2/pages/18	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/wp/v2/pages/18.json	(from http://demo-fashion-shop.local/)
22:48:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2020:48:45%20GMT	http://demo-fashion-shop.local/login	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/login	(from http://demo-fashion-shop.local/)
22:48:46	286010/286010	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:48:45%20GMT	http://demo-fashion-shop.local/wp-json/	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/index.html	(from http://demo-fashion-shop.local/)
22:48:47	60849/60849	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Feb%202026%2020:48:46%20GMT	http://demo-fashion-shop.local/login/	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/login/index.html	(from http://demo-fashion-shop.local/)
22:48:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2020:48:46%20GMT	http://demo-fashion-shop.local/my-account	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/my-account	(from http://demo-fashion-shop.local/)
22:48:47	60888/60888	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Feb%202026%2020:48:47%20GMT	http://demo-fashion-shop.local/my-account/	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/my-account/index.html	(from http://demo-fashion-shop.local/)
22:48:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2020:48:47%20GMT	http://demo-fashion-shop.local/level-1	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/level-1	(from http://demo-fashion-shop.local/)
22:48:48	14654/14654	---M--	200	added ('OK')	image/png	etag:%226984ed86-393e%22	http://demo-fashion-shop.local/wp-content/uploads/2026/02/icon1-1.png	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/uploads/2026/02/icon1-1.png	(from http://demo-fashion-shop.local/)
22:48:49	123469/123469	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Feb%202026%2020:48:48%20GMT	http://demo-fashion-shop.local/level-1/	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/level-1/index.html	(from http://demo-fashion-shop.local/)
22:48:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2020:48:48%20GMT	http://demo-fashion-shop.local/level-2	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/level-2.14.delayed	(from http://demo-fashion-shop.local/)
22:48:49	10945/10945	---M--	200	added ('OK')	image/png	etag:%226984efa0-2ac1%22	http://demo-fashion-shop.local/wp-content/uploads/2026/02/icon2.png	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/uploads/2026/02/icon2.png	(from http://demo-fashion-shop.local/)
22:48:49	12602/12602	---M--	200	added ('OK')	image/png	etag:%226984ee09-313a%22	http://demo-fashion-shop.local/wp-content/uploads/2026/02/icon3.png	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/uploads/2026/02/icon3.png	(from http://demo-fashion-shop.local/)
22:48:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2020:48:49%20GMT	http://demo-fashion-shop.local/level-3	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/level-3	(from http://demo-fashion-shop.local/)
22:48:50	123284/123284	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Feb%202026%2020:48:49%20GMT	http://demo-fashion-shop.local/level-2/	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/level-2/index.html	(from http://demo-fashion-shop.local/)
22:48:50	1/1	---MC-	400	error ('Bad%20Request')	text/html	date:Mon,%2016%20Feb%202026%2020:48:50%20GMT	http://demo-fashion-shop.local/wp-admin/admin-ajax.php	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-admin/admin-ajax.php	(from http://demo-fashion-shop.local/)
22:48:51	123186/123186	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Feb%202026%2020:48:50%20GMT	http://demo-fashion-shop.local/level-3/	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/level-3/index.html	(from http://demo-fashion-shop.local/)
22:48:51	1830/1830	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2269837d5e-726%22	http://demo-fashion-shop.local/wp-content/themes/hello-elementor/assets/js/hello-frontend.js?ver=3.4.6	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/themes/hello-elementor/assets/js/hello-frontend9bf7.js	(from http://demo-fashion-shop.local/)
22:48:51	5677/5677	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2269837c6b-162d%22	http://demo-fashion-shop.local/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.35.0	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/elementor/assets/js/webpack.runtime.mind341.js	(from http://demo-fashion-shop.local/)
22:48:52	50503/50503	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2269837c6a-c547%22	http://demo-fashion-shop.local/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.35.0	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/elementor/assets/js/frontend-modules.mind341.js	(from http://demo-fashion-shop.local/)
22:48:52	21464/21464	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267a4f0fe-53d8%22	http://demo-fashion-shop.local/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-includes/js/jquery/ui/core.minb37e.js	(from http://demo-fashion-shop.local/)
22:48:53	31880/31880	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2269837c6a-7c88%22	http://demo-fashion-shop.local/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.35.0	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/elementor/assets/js/frontend.mind341.js	(from http://demo-fashion-shop.local/)
22:48:53	19028/19028	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226985032d-4a54%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistration.eot?nk6vrg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistration9c62.eot	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:54	18864/18864	---M--	200	added ('OK')	application/font-sfnt	etag:%226985032d-49b0%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistration.ttf?nk6vrg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistration9c62.ttf	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:56	63006/63006	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226985032d-f61e%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistration.svg?v5p6f	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistratione8a1.svg	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:56	19028/19028	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226985032d-4a54%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistration.eot?v5p6f	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistratione8a1.eot	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:56	18864/18864	---M--	200	added ('OK')	application/font-sfnt	etag:%226985032d-49b0%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistration.ttf?v5p6f	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistratione8a1.ttf	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:57	18940/18940	---M--	200	added ('OK')	application/font-woff	etag:%226985032d-49fc%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistration.woff?v5p6f	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistratione8a1.woff	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:57	9133/9133	---M--	200	added ('OK')	image/gif	etag:%226985032d-23ad%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/wpspin_light-2x.gif	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/wpspin_light-2x.gif	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:57	553/553	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226985032d-229%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/icons/loader.svg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/icons/loader.svg	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:57	755/755	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226985032d-2f3%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/registration-form.svg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/registration-form.svg	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:57	852/852	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226985032d-354%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/login-form.svg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/login-form.svg	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:58	440/440	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226985032d-1b8%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/my-account.svg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/my-account.svg	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:58	1031/1031	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226985032d-407%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/edit-profile.svg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/edit-profile.svg	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:58	1722/1722	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226985032d-6ba%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/edit-password.svg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/edit-password.svg	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:58	1105/1105	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226985032d-451%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/content-restriction.svg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/content-restriction.svg	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:58	3036/3036	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226985032d-bdc%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/membership-groups.svg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/membership-groups.svg	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:59	4353/4353	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226985032d-1101%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/thankyou.svg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/blocks/thankyou.svg	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:48:59	846/846	---MCZ	200	added ('OK')	text/xml	date:Mon,%2016%20Feb%202026%2020:48:59%20GMT	http://demo-fashion-shop.local/xmlrpc.php?rsd	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/xmlrpc0db0.php	(from http://demo-fashion-shop.local/)
22:49:00	2265/2265	---MCZ	200	added ('OK')	text/xml	date:Mon,%2016%20Feb%202026%2020:49:00%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Flogin%2F&format=xml	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embedca05	(from http://demo-fashion-shop.local/login/)
22:49:00	119358/119358	---MCZ	200	added ('OK')	text/css	etag:W/%2269838a47-1d23e%22	http://demo-fashion-shop.local/wp-includes/css/dist/block-library/style.min.css?ver=6.9.1	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-includes/css/dist/block-library/style.min4d80.css	(from http://demo-fashion-shop.local/login/)
22:49:00	5315/5315	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:00%20GMT	http://demo-fashion-shop.local/wp-json/wp/v2/pages/327	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/wp/v2/pages/327.json	(from http://demo-fashion-shop.local/login/)
22:49:01	24459/24459	---MCZ	200	added ('OK')	text/css	etag:W/%226985032d-5f8b%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/sweetalert2/sweetalert2.min.css?ver=10.16.7	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/sweetalert2/sweetalert2.min629a.css	(from http://demo-fashion-shop.local/login/)
22:49:01	273/273	---MCZ	200	added ('OK')	text/css	etag:W/%226985032d-111%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/ltr_only_support.css?ver=5.1.1	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/ltr_only_support3c21.css	(from http://demo-fashion-shop.local/login/)
22:49:01	59004/59004	---MCZ	200	added ('OK')	text/css	etag:W/%226924b258-e67c%22	http://demo-fashion-shop.local/wp-includes/css/dashicons.min.css?ver=6.9.1	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-includes/css/dashicons.min4d80.css	(from http://demo-fashion-shop.local/login/)
22:49:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2020:49:01%20GMT	http://demo-fashion-shop.local/?p=327	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/index5355.html	(from http://demo-fashion-shop.local/login/)
22:49:01	2496/2496	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226985032d-9c0%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/frontend/ur-login.min.js?ver=5.1.1	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/frontend/ur-login.min3c21.js	(from http://demo-fashion-shop.local/login/)
22:49:01	1335/1335	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226985032d-537%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/frontend/ur-common.min.js?ver=5.1.1	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/frontend/ur-common.min3c21.js	(from http://demo-fashion-shop.local/login/)
22:49:02	25068/25068	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226985032d-61ec%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/frontend/jquery.validate.min.js?ver=1.20.0	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/frontend/jquery.validate.min5441.js	(from http://demo-fashion-shop.local/login/)
22:49:03	72715/72715	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226985032d-11c0b%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/inputmask/jquery.inputmask.bundle.min.js?ver=4.0.0-beta.58	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/inputmask/jquery.inputmask.bundle.minbf7b.js	(from http://demo-fashion-shop.local/login/)
22:49:04	35589/35589	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226985032d-8b05%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/frontend/user-registration.min.js?ver=5.1.1	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/frontend/user-registration.min3c21.js	(from http://demo-fashion-shop.local/login/)
22:49:04	59441/59441	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Feb%202026%2020:49:02%20GMT	http://demo-fashion-shop.local/lost-password/	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/lost-password/index.html	(from http://demo-fashion-shop.local/login/)
22:49:04	12085/12085	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226985032d-2f35%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/frontend/user-registration-form-validator.min.js?ver=5.1.1	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/frontend/user-registration-form-validator.min3c21.js	(from http://demo-fashion-shop.local/login/)
22:49:05	61754/61754	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Feb%202026%2020:49:03%20GMT	http://demo-fashion-shop.local/registration/	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/registration/index.html	(from http://demo-fashion-shop.local/login/)
22:49:05	2153/2153	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:05%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Fmy-account%2F	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embed90a0.json	(from http://demo-fashion-shop.local/my-account/)
22:49:05	2290/2290	---MCZ	200	added ('OK')	text/xml	date:Mon,%2016%20Feb%202026%2020:49:05%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Fmy-account%2F&format=xml	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embed4876	(from http://demo-fashion-shop.local/my-account/)
22:49:06	5213/5213	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:06%20GMT	http://demo-fashion-shop.local/wp-json/wp/v2/pages/328	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/wp/v2/pages/328.json	(from http://demo-fashion-shop.local/my-account/)
22:49:06	39705/39705	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226985032e-9b19%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/tooltipster/tooltipster.bundle.min.js?ver=4.2.8	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/tooltipster/tooltipster.bundle.minc82e.js	(from http://demo-fashion-shop.local/my-account/)
22:49:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2020:49:06%20GMT	http://demo-fashion-shop.local/?p=328	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/indexc518.html	(from http://demo-fashion-shop.local/my-account/)
22:49:07	2560/2560	---MCZ	200	added ('OK')	text/xml	date:Mon,%2016%20Feb%202026%2020:49:06%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Flevel-1%2F&format=xml	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embed63c8	(from http://demo-fashion-shop.local/level-1/)
22:49:08	53315/53315	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:07%20GMT	http://demo-fashion-shop.local/wp-json/wp/v2/pages/82	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/wp/v2/pages/82.json	(from http://demo-fashion-shop.local/level-1/)
22:49:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2020:49:08%20GMT	http://demo-fashion-shop.local/?p=82	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/index287b.html	(from http://demo-fashion-shop.local/level-1/)
22:49:08	2620/2620	---MCZ	200	added ('OK')	text/xml	date:Mon,%2016%20Feb%202026%2020:49:08%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Flevel-2%2F&format=xml	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embed7a7b	(from http://demo-fashion-shop.local/level-2/)
